"旧相对路径","新相对路径","操作类型","原因","大小"
"02、仙侠\16、寸芒\《寸芒》（校对版全本）.txt","02、仙侠\16、寸芒\《寸芒》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","3752259"
"02、仙侠\17、星峰\《星峰传说》（校对版全本）.txt","02、仙侠\17、星峰\《星峰传说》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","2988483"
"02、仙侠\18、大梦z\《大梦主》（校对版全本）.txt","02、仙侠\18、大梦z\《大梦主》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","9407188"
"02、仙侠\19、dz\《帝尊》（校对版全本+番外）.txt","02、仙侠\19、dz\《帝尊》（校对版全本+番外）.txt","重命名","去除书名内空格/规范化版本标注","11468343"
"02、仙侠\20、剑L\《剑 来 》（精校版全本）.txt","02、仙侠\20、剑L\《剑来》（精校版全本）.txt","重命名","还原混淆书名","39779803"
"02、仙侠\21、极道\《极道天魔》（校对版全本）.txt","02、仙侠\21、极道\《极道天魔》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","8516214"
"02、仙侠\22、诛仙\《诛仙》（校对版全本）.txt","02、仙侠\22、诛仙\《诛仙》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","3206473"
"02、仙侠\23、大道\《大道争锋》（校对版全本）.txt","02、仙侠\23、大道\《大道争锋》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","15953570"
"02、仙侠\24、问道\《问道红尘(仙子请自重)》（校对版全本）.txt","02、仙侠\24、问道\《问道红尘(仙子请自重)》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","6310199"
"02、仙侠\25、这是\《这是wd星球》（校对版全本）.txt","02、仙侠\25、这是\《这是我的星球》（校对版全本）.txt","重命名","还原混淆书名","3550155"
"02、仙侠\26、请G子Z妖\《请G子Z妖》（校对版全本）.txt","02、仙侠\26、请G子Z妖\《请公子斩妖》（校对版全本）.txt","重命名","还原混淆书名","8260303"
"02、仙侠\27、烂K棋Y\《烂K棋Y》（校对版全本）.txt","02、仙侠\27、烂K棋Y\《烂柯棋缘》（校对版全本）.txt","重命名","还原混淆书名","6806074"
"02、仙侠\28、大w读s人\《大w读s人》（校对版全本）.txt","02、仙侠\28、大w读s人\《大魏读书人》（校对版全本）.txt","重命名","还原混淆书名","5442343"
"02、仙侠\29、道 君\《道君》（校对版全本）.txt","02、仙侠\29、道 君\《道君》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","10721342"
"02、仙侠\30、大 乘\《大 乘 期》.txt","02、仙侠\30、大 乘\《大乘期才有逆袭系统》.txt","重命名","还原混淆书名","3578815"
"02、仙侠\31、择 日\《择 日 飞 升》（校对版全本）.txt","02、仙侠\31、择 日\《择日飞升》（校对版全本）.txt","重命名","还原混淆书名","13574158"
"02、仙侠\32、苟 在\《苟 在 妖 武 乱 世 修 仙》（校对版）.txt","02、仙侠\32、苟 在\《苟在妖武乱世修仙》（校对版）.txt","重命名","还原混淆书名","11698096"
"02、仙侠\33、这 个\《这个人仙太过正经》（校对版）.txt","02、仙侠\33、这 个\《这个人仙太过正经》（校对版）.txt","重命名","去除书名内空格/规范化版本标注","6127108"
"02、仙侠\34、神 话 D 皇\《最 强 神 话 帝 皇》（校对版全本）.txt","02、仙侠\34、神 话 D 皇\《最强神话帝皇》（校对版全本）.txt","重命名","还原混淆书名","8670768"
"02、仙侠\35、造 化\《造 化 之 门》（校对版全本）.txt","02、仙侠\35、造 化\《造化之门》（校对版全本）.txt","重命名","还原混淆书名","9939644"
"02、仙侠\36、黑 山\《黑 山 老 妖》（校对版全本）.txt","02、仙侠\36、黑 山\《黑山老妖》（校对版全本）.txt","重命名","还原混淆书名","2543669"
"02、仙侠\37、阳 S\《阳 神》（校对版全本）.txt","02、仙侠\37、阳 S\《阳神》（校对版全本）.txt","重命名","还原混淆书名","6086405"
"02、仙侠\38、佛 本\《佛 本 是 道》（校对版全本）.txt","02、仙侠\38、佛 本\《佛本是道》（校对版全本）.txt","重命名","还原混淆书名","4009069"
"02、仙侠\39、弃 宇\《弃 宇 宙》（校对版全本）.txt","02、仙侠\39、弃 宇\《弃宇宙》（校对版全本）.txt","重命名","还原混淆书名","8674401"
"02、仙侠\40、不 朽\《不 朽 凡 人》（校对版全本）.txt","02、仙侠\40、不 朽\《不朽凡人》（校对版全本）.txt","重命名","还原混淆书名","7726811"
"02、仙侠\41、第 九\《天 下 第 九》（校对版全本）.txt","02、仙侠\41、第 九\《天下第九》（校对版全本）.txt","重命名","还原混淆书名","7570414"
"02、仙侠\42、聊 z\《聊 斋 大 圣 人》（校对版全本）.txt","02、仙侠\42、聊 z\《聊斋大圣人》（校对版全本）.txt","重命名","还原混淆书名","5196137"
"02、仙侠\43、独 步\《独 步 天 下》（校对版全本）.txt","02、仙侠\43、独 步\《独步天下》（校对版全本）.txt","重命名","还原混淆书名","7036713"
"02、仙侠\44、玄 浑\《玄 浑 道 章》（校对版）.txt","02、仙侠\44、玄 浑\《玄浑道章》（校对版）.txt","重命名","还原混淆书名","22787016"
"02、仙侠\44、白 首\《白 首 妖 师》（校对版全本）.txt","02、仙侠\44、白 首\《白首妖师》（校对版全本）.txt","重命名","还原混淆书名","3302798"
"02、仙侠\45、地 球\《地 球 第 一 剑》（校对版全本）.txt","02、仙侠\45、地 球\《地球第一剑》（校对版全本）.txt","重命名","还原混淆书名","5771575"
"02、仙侠\46、大 佬\《天 庭 最 后 一 个 大 佬》（校对版）.txt","02、仙侠\46、大 佬\《天庭最后一个大佬》（校对版）.txt","重命名","还原混淆书名","2828808"
"02、仙侠\47、仙 F\《仙 父》（校对版）.txt","02、仙侠\47、仙 F\《仙父》（校对版）.txt","重命名","还原混淆书名","6785957"
"02、仙侠\48、剑 神\《我 不 可 能 是 剑 神》（校对版全本）.txt","02、仙侠\48、剑 神\《我不可能是剑神》（校对版全本）.txt","重命名","还原混淆书名","3600923"
"02、仙侠\49、大 苍\《大 苍 守 夜 人》（校对版全本）.txt","02、仙侠\49、大 苍\《大苍守夜人》（校对版全本）.txt","重命名","还原混淆书名","13281760"
"02、仙侠\50、从 前\《从 前 有 座 灵 剑 山》（精校版全本）.txt","02、仙侠\50、从 前\《从前有座灵剑山》（精校版全本）.txt","重命名","还原混淆书名","6102747"
"02、仙侠\51、仙 H\《仙 葫》（校对版全本）.txt","02、仙侠\51、仙 H\《仙葫》（校对版全本）.txt","重命名","还原混淆书名","5244377"
"02、仙侠\52、苟 在\《苟在女魔头身边偷偷修炼》（校对版）.txt","02、仙侠\52、苟 在\《苟在女魔头身边偷偷修炼》（校对版）.txt","重命名","去除书名内空格/规范化版本标注","15001731"
"02、仙侠\53、道 门\《道 门 法 则》（校对版全本）.txt","02、仙侠\53、道 门\《道门法则》（校对版全本）.txt","重命名","还原混淆书名","7871367"
"02、仙侠\54、大 数 据\《大 数 据 修 仙》（校对版全本）.txt","02、仙侠\54、大 数 据\《大数据修仙》（校对版全本）.txt","重命名","还原混淆书名","22130115"
"02、仙侠\55、修 仙\《当 你 把 事 情 做 到 极 致》（校对版）.txt","02、仙侠\55、修 仙\《当你把事情做到极致》（校对版）.txt","重命名","还原混淆书名","8831878"
"02、仙侠\56、谁 让\《谁 让 他 修 仙 的！》（校对版）.txt","02、仙侠\56、谁 让\《谁让他修仙的！》（校对版）.txt","重命名","还原混淆书名","6387163"
"02、仙侠\57、我 的\《我 每 月 能 刷 新 金 手 指》（校对版）.txt","02、仙侠\57、我 的\《我每月能刷新金手指》（校对版）.txt","重命名","还原混淆书名","16495635"
"02、仙侠\58、剑 徒\《剑徒之路》（校对版全本）.txt","02、仙侠\58、剑 徒\《剑徒之路》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","10419459"
"02、仙侠\59、前 任\《前任无双》（校对版全本）.txt","02、仙侠\59、前 任\《前任无双》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","5167011"
"02、仙侠\60、飞 天\《飞天》（校对版全本）.txt","02、仙侠\60、飞 天\《飞天》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","14786246"
"02、仙侠\61、半 仙\《半 仙》（校对版）.txt","02、仙侠\61、半 仙\《半仙》（校对版）.txt","重命名","还原混淆书名","12404721"
"02、仙侠\62、仙 者\《仙 者》（校对版）.txt","02、仙侠\62、仙 者\《仙者》（校对版）.txt","重命名","还原混淆书名","7234933"
"02、仙侠\63、霸 武\《霸 武》（校对版）.txt","02、仙侠\63、霸 武\《霸武》（校对版）.txt","重命名","还原混淆书名","12713825"
"02、仙侠\64、文 圣\《大 夏 文 圣》（校对版）.txt","02、仙侠\64、文 圣\《大夏文圣》（校对版）.txt","重命名","还原混淆书名","6138657"
"02、仙侠\65、丹 仙\《一 品 丹 仙》（校对版）.txt","02、仙侠\65、丹 仙\《一品丹仙》（校对版）.txt","重命名","还原混淆书名","5074552"
"02、仙侠\66、闲 书\《我 用 闲 书 成 圣 人》（校对版）.txt","02、仙侠\66、闲 书\《我用闲书成圣人》（校对版）.txt","重命名","还原混淆书名","9189600"
"02、仙侠\67、修 仙\《修 仙 就 是 这 样 子 的》（校对版）.txt","02、仙侠\67、修 仙\《修仙就是这样子的》（校对版）.txt","重命名","还原混淆书名","8271958"
"02、仙侠\68、大 周\《大 周 不 良 人》（校对版）.txt","02、仙侠\68、大 周\《大周不良人》（校对版）.txt","重命名","还原混淆书名","34357447"
"02、仙侠\69、妖 女\《妖 女 请 留 步》（校对全本）.txt","02、仙侠\69、妖 女\《妖女请留步》（校对全本）.txt","重命名","还原混淆书名","12027807"
"02、仙侠\70、仙 人\《仙人 只想 躺着》（校对版）.txt","02、仙侠\70、仙 人\《仙人只想躺着》（校对版）.txt","重命名","还原混淆书名","8037560"
"02、仙侠\71、长 生 仙\《我为长生仙》（校对版）.epub","02、仙侠\71、长 生 仙\《我为长生仙》（校对版）.epub","重命名","去除书名内空格/规范化版本标注","7740051"
"02、仙侠\72、望 长 天\《望 长 天》（校对版）.txt","02、仙侠\72、望 长 天\《望长天》（校对版）.txt","重命名","还原混淆书名","5964493"
"02、仙侠\73、反 套 路\《最 强 反 套 路 系 统》（校对版全本）.txt","02、仙侠\73、反 套 路\《最强反套路系统》（校对版全本）.txt","重命名","还原混淆书名","9831210"
"02、仙侠\74、仙 吏\《大 z 仙 吏》（校对版全本）.txt","02、仙侠\74、仙 吏\《大周仙吏》（校对版全本）.txt","重命名","还原混淆书名","4398481"
"02、仙侠\75、大 劫 主\《大 劫 主》（校对版全本）.txt","02、仙侠\75、大 劫 主\《大劫主》（校对版全本）.txt","重命名","还原混淆书名","6877782"
"02、仙侠\76、百 炼\《百 炼 成 仙》（校对版全本）.txt","02、仙侠\76、百 炼\《百炼成仙》（校对版全本）.txt","重命名","还原混淆书名","20894345"
"02、仙侠\77、掠 天\《掠 天 记》（校对版全本）.txt","02、仙侠\77、掠 天\《掠天记》（校对版全本）.txt","重命名","还原混淆书名","11916731"
"03、都市\01、夜的\《夜的命名术》（校对版全本）.txt","03、都市\01、夜的\《夜的命名术》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","7252606"
"03、都市\02、深空\《深空彼岸》（校对版全本）.txt","03、都市\02、深空\《深空彼岸》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","11758255"
"03、都市\03、修真\《修真聊天群》（校对版全本）.txt","03、都市\03、修真\《修真聊天群》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","18534986"
"03、都市\04、我真\《我真没想重生啊》（校对版全本）.txt","03、都市\04、我真\《我真没想重生啊》（校对版全本）.txt","重命名","去除书名内空格/规范化版本标注","6609777"
"03、都市\05、大王\《大王饶命》（精校版全本）.txt","03、都市\05、大王\《大王饶命》（精校版全本）.txt","重命名","去除书名内空格/规范化版本标注","5925628"
